id,tag,sentence
202,1,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .
203,1,Total operating revenue grew by 27.6 % year-on-year to EUR61m .
204,1,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .
205,1,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent ."
206,1,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .
207,1,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .
208,1,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .
209,1,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .
210,1,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ."
211,1,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .
212,1,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology ."
213,1,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ."
214,1,EPS grew to 0.04 eur from 0.02 eur .
215,1,Exports grew 16.5 percent to 19.1 million liters .
216,1,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 ."
217,1,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .
218,1,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 ."
219,1,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn ."
220,1,"However , the proportion of the paid standing orders grew in 2009 ."
221,1,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 ."
222,1,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 ."
223,1,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ."
224,1,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million ."
225,1,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .
226,1,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 ."
227,1,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .
228,1,Net sales surged by 30 % to EUR 36 million .
229,1,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier ."
230,1,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year ."
231,1,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 ."
232,1,Olvi expects sales and market share to increase in the first quarter of 2010 .
233,1,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .
234,1,Operating profit of the Asian plants grew markedly .
235,1,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 ."
236,1,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year ."
237,1,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
238,1,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .
239,1,"Profit per share was EUR 1.03 , up from EUR 0.87 ."
240,1,Return on capital employed rose by 4.8 percentage points to 19.6 % .
241,1,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ."
242,1,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .
243,1,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .
244,1,Sales in Finland rose by 3.9 % and international growth was 0.7 % .
245,1,Sales of security and system packaging increased slightly .
246,1,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .
247,1,The company 's market share is continued to increase further .
248,1,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 ."
249,1,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo ."
250,1,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier ."
251,1,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .
252,1,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .
253,1,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .
254,1,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .
255,1,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .
256,1,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 ."
257,1,The value of the firm 's forestry holdings increased by SEK 3.6 bn .
258,1,Turnover rose to EUR21m from EUR17m .
259,1,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales ."
260,1,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters ."
261,1,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive.
262,1,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year ."
263,1,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group ."
264,1,It estimates the operating profit to further improve from the third quarter .
265,1,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .
266,1,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .
267,1,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .
268,1,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .
269,1,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products ."
270,1,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services ."
271,1,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia ."
272,1,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 ."
273,1,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom ."
274,0,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars ."
275,0,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .
276,0,"However , the growth margin slowed down due to the financial crisis ."
277,0,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m ."
278,0,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
279,0,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period ."
280,0,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .
281,0,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .
282,0,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .
283,0,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier ."
284,0,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year ."
285,0,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 ."
286,0,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 ."
287,0,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2"
288,0,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago ."
289,0,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier ."
290,0,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .
291,0,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn ."
292,0,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 ."
293,0,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .
294,0,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ."
295,0,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri"
296,0,Salonen added that data shows producers ' pulp inventories in North America are declining . '
297,0,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .
298,0,Cash Flow from Operations for the most recent quarter also reached a eight year low .
299,0,"At this growth rate , paying off the national debt will be extremely painful ."
300,0,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 ."
301,0,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct ."
302,0,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month ."
303,0,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 ."
304,0,Sales of mid-strength beer decreased by 40 % .
305,0,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid ."
306,0,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries ."
307,0,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea"
308,0,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 ."
309,0,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June ."
310,0,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .
311,0,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses ."
312,0,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .
313,0,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
314,0,Finnish media group Talentum has issued a profit warning .
315,0,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ."
316,0,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 ."
317,0,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 ."
318,0,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 ."
319,0,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .
320,0,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .
321,0,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .
322,0,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
323,0,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
324,0,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 ."
325,0,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 ."
326,0,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .
327,0,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .
328,0,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier ."
329,0,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
330,0,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn ."
331,0,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 ."
332,0,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 ."
333,0,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 ."
334,0,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .
335,0,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .
336,0,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 ."
337,0,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ."
338,0,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .
339,0,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
340,0,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ."
341,0,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .
342,0,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .
343,0,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 ."
344,0,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 ."
345,0,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 ."
346,0,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .
347,0,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ."
348,0,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ."
349,0,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .
350,0,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn ."
351,0,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year ."
352,0,Scanfil has also issued a profit warning .
353,0,Scanfil issued a profit warning on 10 April 2006 .
354,0,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ."
355,0,The real estate company posted a net loss of +ó x201a -¼ 59.3 million +ó x201a -¼ 0.21 per share compared with a net profit of +ó x201a -¼ 31 million +ó x201a -¼ 0.11 per share for the corresponding quarter of 2007 .
356,0,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said ."
357,0,`` Those uncertainties cloud the long-term outlook . ''
358,0,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 ."
359,0,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ."
360,0,Finnair said that the cancellation of flights would cause daily losses of x20ac 2.5 million US$ 3 million .
361,0,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 ."
362,0,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 ."
363,0,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
364,0,The situation of coated magazine printing paper will continue to be weak .
365,0,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??"
366,0,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day ."
367,0,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
368,0,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September ."
369,0,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ."
370,0,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .
371,0,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .
372,0,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago ."
373,0,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 ."
374,0,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
375,0,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
376,0,Net sales have been eaten by the weak US dollar .
377,0,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ."
378,0,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .
379,0,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 ."
380,0,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn ."
381,0,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ."
382,0,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year ."
383,0,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .
384,0,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .
385,0,Reported operating margin was a negative 5.9 % .
386,0,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
387,0,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ."
388,0,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ."
389,0,"Therefore , the company 's 2005 result will remain weaker than that of 2004 ."
390,0,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
391,0,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said ."
392,0,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .
393,0,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ."
394,0,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers ."
395,0,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .
396,0,EPS dropped to EUR0 .2 from EUR0 .3 .
397,0,Kone shares dropped 4.1 percent to x20ac 43 US$ 55.77 in Helsinki .
398,0,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years ."
399,0,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today ."
400,0,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
401,0,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
402,0,"`` Adjustment to the fall in price level , in contrast , has been less effective ."
403,0,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .
404,0,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ."
405,0,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
406,0,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports ."
